chrom	start	end	section_genes
chr13	19446107	19479578	
chr13	19479578	19500881	LINC00408
chr13	19500881	19582398	
chr13	19582398	19586774	LINC00442
chr13	19586774	19648173	
chr13	19648173	19692423	LOC107984132
chr13	19692423	19747909	
chr13	19747909	19755992	TUBA3C
chr13	19755992	19756172	
chr13	19756172	19761605	LOC101928697
chr13	19761605	19836939	
chr13	19836939	19919113	ANKRD26P3
chr13	19919113	19919188	
chr13	19919188	19920889	LINC00421
chr13	19920889	19997018	
chr13	19997018	20012615	TPTE2
chr13	20012615	20077417	TPTE2
chr13	20077417	20110903	TPTE2
chr13	20110903	20135714	TPTE2
chr13	20135714	20161257	
chr13	20161257	20162630	LINC00350
chr13	20162630	20207787	
chr13	20207787	20247599	MPHOSPH8
chr13	20247599	20248891	
chr13	20248891	20276640	PSPC1
chr13	20276640	20357176	PSPC1
chr13	20357176	20397623	
chr13	20397623	20411592	ZMYM5
chr13	20411592	20437776	ZMYM5
chr13	20437776	20531545	
chr13	20531545	20531571	ZMYM2
chr13	20531571	20531580	ZMYM2
chr13	20531580	20531644	ZMYM2
chr13	20531644	20532809	ZMYM2
chr13	20532809	20532847	ZMYM2
chr13	20532847	20532864	ZMYM2
chr13	20532864	20532973	ZMYM2
chr13	20532973	20533202	ZMYM2
chr13	20533202	20533953	ZMYM2
chr13	20533953	20642278	ZMYM2
chr13	20642278	20665984	ZMYM2
chr13	20665984	20676839	
chr13	20676839	20677369	LINC01072
chr13	20677369	20712394	
chr13	20712394	20735183	GJA3
chr13	20735183	20761603	
chr13	20761603	20767114	GJB2
chr13	20767114	20796100	
chr13	20796100	20805372	GJB6
chr13	20805372	20806534	GJB6
chr13	20806534	20977805	
chr13	20977805	21007916	CRYL1
chr13	21007916	21007985	CRYL1,MIR4499
chr13	21007985	21100012	CRYL1
chr13	21100012	21140954	
chr13	21140954	21265576	IFT88
chr13	21265576	21277481	
chr13	21277481	21297237	IL17D
chr13	21297237	21303069	
chr13	21303069	21348097	EEF1AKMT1
chr13	21348097	21351467	
chr13	21351467	21476913	XPO4
chr13	21476913	21512702	
chr13	21512702	21523567	LINC00367
chr13	21523567	21547175	
chr13	21547175	21635722	LATS2
chr13	21635722	21714652	
chr13	21714652	21723224	SAP18
chr13	21723224	21727733	
chr13	21727733	21750371	SKA3
chr13	21750371	21750741	SKA3,MRPL57
chr13	21750741	21753220	MRPL57
chr13	21753220	21808706	
chr13	21808706	21809343	LINC01046
chr13	21809343	21872263	
chr13	21872263	21877650	MIPEPP3
chr13	21877650	21893174	MIPEPP3,LINC00539
chr13	21893174	21896242	MIPEPP3,LINC00539,GRK6P1
chr13	21896242	21906210	MIPEPP3,LINC00539
chr13	21906210	21918925	MIPEPP3,LINC00539
chr13	21918925	21918998	MIPEPP3,LINC00539
chr13	21918998	21946709	MIPEPP3
chr13	21946709	21967061	MIPEPP3,ZDHHC20
chr13	21967061	22033508	ZDHHC20
chr13	22033508	22033509	ZDHHC20
chr13	22033509	22066827	
chr13	22066827	22178355	MICU2
chr13	22178355	22245214	
chr13	22245214	22278640	FGF9
chr13	22278640	22446934	
chr13	22446934	22452299	LINC00424
chr13	22452299	22784423	
chr13	22784423	22850659	LINC00540
chr13	22850659	23450530	
chr13	23450530	23471168	LINC00621
chr13	23471168	23472320	LINC00621,BASP1P1
chr13	23472320	23490508	LINC00621
chr13	23490508	23755059	
chr13	23755059	23899304	SGCG
chr13	23899304	23902961	
chr13	23902961	23949682	SACS
chr13	23949682	23993109	SACS
chr13	23993109	24003008	SACS,SACS-AS1
chr13	24003008	24007867	SACS
chr13	24007867	24043650	
chr13	24043650	24061603	LINC00327
chr13	24061603	24144508	
chr13	24144508	24153485	TNFRSF19
chr13	24153485	24243412	TNFRSF19
chr13	24243412	24250244	TNFRSF19
chr13	24250244	24304327	
chr13	24304327	24463025	MIPEP
chr13	24463025	24463577	MIPEP,PCOTH
chr13	24463577	24463587	MIPEP,PCOTH
chr13	24463587	24463743	PCOTH
chr13	24463743	24465237	PCOTH
chr13	24465237	24466243	C1QTNF9B,PCOTH
chr13	24466243	24471145	C1QTNF9B
chr13	24471145	24471641	C1QTNF9B
chr13	24471641	24481422	
chr13	24481422	24523454	ANKRD20A19P
chr13	24523454	24553764	
chr13	24553764	24609166	SPATA13
chr13	24609166	24734854	SPATA13
chr13	24734854	24736554	SPATA13
chr13	24736554	24736643	SPATA13,MIR2276
chr13	24736643	24826886	SPATA13
chr13	24826886	24828577	SPATA13,SPATA13-AS1
chr13	24828577	24844824	SPATA13
chr13	24844824	24881212	SPATA13
chr13	24881212	24881303	
chr13	24881303	24883715	C1QTNF9
chr13	24883715	24896669	C1QTNF9
chr13	24896669	24905587	
chr13	24905587	24911258	LINC00566
chr13	24911258	24995068	
chr13	24995068	25086948	PARP4
chr13	25086948	25154345	
chr13	25154345	25171812	TPTE2P6
chr13	25171812	25254548	
chr13	25254548	25285923	ATP12A
chr13	25285923	25338300	
chr13	25338300	25454058	RNF17
chr13	25454058	25456411	
chr13	25456411	25497027	CENPJ
chr13	25497027	25502892	
chr13	25502892	25542607	TPTE2P1
chr13	25542607	25670275	
chr13	25670275	25672704	PABPC3
chr13	25672704	25735816	
chr13	25735816	25746305	AMER2
chr13	25746305	25746421	AMER2
chr13	25746421	25746961	
chr13	25746961	25754139	LINC00463
chr13	25754139	25755469	
chr13	25755469	25764795	LINC01053
chr13	25764795	25820340	
chr13	25820340	25861704	MTMR6
chr13	25861704	25875665	
chr13	25875665	25916561	NUP58
chr13	25916561	25946148	
chr13	25946148	26042911	ATP8A2
chr13	26042911	26599989	ATP8A2
chr13	26599989	26618734	
chr13	26618734	26625198	SHISA2
chr13	26625198	26626413	
chr13	26626413	26633660	LINC00415
chr13	26633660	26706252	
chr13	26706252	26786904	RNF6
chr13	26786904	26795894	RNF6
chr13	26795894	26796028	RNF6
chr13	26796028	26796508	RNF6
chr13	26796508	26828240	
chr13	26828240	26979373	CDK8
chr13	26979373	27131839	
chr13	27131839	27263082	WASF3
chr13	27263082	27329338	
chr13	27329338	27334922	GPR12
chr13	27334922	27640286	
chr13	27640286	27699669	USP12
chr13	27699669	27743272	USP12,USP12-AS1
chr13	27743272	27746033	USP12
chr13	27746033	27746395	
chr13	27746395	27757640	USP12-AS2
chr13	27757640	27810418	
chr13	27810418	27811394	LINC00412
chr13	27811394	27825691	
chr13	27825691	27825692	RPL21
chr13	27825692	27829200	RPL21,RPL21P28
chr13	27829200	27829272	RPL21,SNORD102,RPL21P28
chr13	27829272	27829537	RPL21,RPL21P28
chr13	27829537	27829663	RPL21,SNORA27,RPL21P28
chr13	27829663	27830699	RPL21,RPL21P28
chr13	27830699	27830702	RPL21
chr13	27830702	27844463	
chr13	27844463	27845313	RASL11A
chr13	27845313	27847827	RASL11A
chr13	27847827	27998680	
chr13	27998680	28009775	GTF3A
chr13	28009775	28009846	GTF3A,MTIF3
chr13	28009846	28024326	MTIF3
chr13	28024326	28024334	MTIF3
chr13	28024334	28024739	MTIF3
chr13	28024739	28120049	
chr13	28120049	28194720	LNX2
chr13	28194720	28194879	
chr13	28194879	28195915	POLR1D
chr13	28195915	28197590	POLR1D
chr13	28197590	28241559	POLR1D
chr13	28241559	28366779	
chr13	28366779	28368089	GSX1
chr13	28368089	28393228	
chr13	28393228	28491428	PLUT
chr13	28491428	28494167	
chr13	28494167	28500451	PDX1
chr13	28500451	28527662	
chr13	28527662	28529500	LINC00543
chr13	28529500	28535054	
chr13	28535054	28543505	CDX2
chr13	28543505	28552242	
chr13	28552242	28562774	URAD
chr13	28562774	28577410	
chr13	28577410	28674729	FLT3
chr13	28674729	28710979	
chr13	28710979	28712642	PAN3-AS1
chr13	28712642	28713311	PAN3-AS1,PAN3
chr13	28713311	28869475	PAN3
chr13	28869475	28874482	
chr13	28874482	28942233	FLT1
chr13	28942233	28959687	FLT1
chr13	28959687	28973180	FLT1
chr13	28973180	29069265	FLT1
chr13	29069265	29233140	
chr13	29233140	29253093	POMP
chr13	29253093	29274217	
chr13	29274217	29293150	SLC46A3
chr13	29293150	29598747	
chr13	29598747	30002776	MTUS2
chr13	30002776	30050651	MTUS2
chr13	30050651	30061887	MTUS2,MTUS2-AS1
chr13	30061887	30080084	MTUS2
chr13	30080084	30083550	
chr13	30083550	30169825	SLC7A1
chr13	30169825	30221829	
chr13	30221829	30229612	LOC102723345
chr13	30229612	30338544	
chr13	30338544	30424820	UBL3
chr13	30424820	30446749	
chr13	30446749	30462542	LINC00297
chr13	30462542	30492783	
chr13	30492783	30500788	LINC00572
chr13	30500788	30510667	
chr13	30510667	30524625	LINC00544
chr13	30524625	30677314	
chr13	30677314	30683012	LINC00365
chr13	30683012	30726023	
chr13	30726023	30727211	LINC00384
chr13	30727211	30776766	
chr13	30776766	30881191	KATNAL1
chr13	30881191	30881624	KATNAL1
chr13	30881624	30914402	
chr13	30914402	30948051	LINC00426
chr13	30948051	30993575	
chr13	30993575	30996381	LINC01058
chr13	30996381	30996624	
chr13	30996624	31003914	UBE2L5
chr13	31003914	31032052	
chr13	31032052	31038464	HMGB1
chr13	31038464	31040102	HMGB1
chr13	31040102	31191734	HMGB1
chr13	31191734	31191815	
chr13	31191815	31191829	USPL1
chr13	31191829	31208315	USPL1
chr13	31208315	31233686	USPL1
chr13	31233686	31234907	USPL1
chr13	31234907	31287614	
chr13	31287614	31309644	ALOX5AP
chr13	31309644	31338565	ALOX5AP
chr13	31338565	31377342	
chr13	31377342	31384782	LINC00398
chr13	31384782	31456698	
chr13	31456698	31456971	LINC00545
chr13	31456971	31457532	LINC00545,TEX26-AS1
chr13	31457532	31480311	TEX26-AS1
chr13	31480311	31499709	TEX26-AS1,MEDAG
chr13	31499709	31504808	TEX26-AS1
chr13	31504808	31506745	TEX26-AS1
chr13	31506745	31506833	
chr13	31506833	31549639	TEX26
chr13	31549639	31709110	
chr13	31709110	31736158	HSPH1
chr13	31736158	31736525	HSPH1
chr13	31736525	31774111	
chr13	31774111	31906411	B3GLCT
chr13	31906411	32313678	
chr13	32313678	32313679	RXFP2
chr13	32313679	32377009	RXFP2
chr13	32377009	32420919	
chr13	32420919	32533721	EEF1DP3
chr13	32533721	32598195	
chr13	32598195	32605436	FRY-AS1
chr13	32605436	32605776	FRY-AS1,FRY
chr13	32605776	32870776	FRY
chr13	32870776	32877907	
chr13	32877907	32886091	ZAR1L
chr13	32886091	32889616	
chr13	32889616	32973809	BRCA2
chr13	32973809	32974859	
chr13	32974859	32999058	N4BP2L1
chr13	32999058	33002315	N4BP2L1
chr13	33002315	33006624	
chr13	33006624	33070350	N4BP2L2
chr13	33070350	33072629	MINOS1P1,N4BP2L2
chr13	33072629	33078642	N4BP2L2
chr13	33078642	33083532	N4BP2L2-IT2,N4BP2L2
chr13	33083532	33091029	N4BP2L2
chr13	33091029	33112932	N4BP2L2
chr13	33112932	33113022	N4BP2L2
chr13	33113022	33160563	
chr13	33160563	33352158	PDS5B
chr13	33352158	33383327	
chr13	33383327	33485790	LINC00423
chr13	33485790	33590570	
chr13	33590570	33640282	KL
chr13	33640282	33677271	
chr13	33677271	33691684	STARD13
chr13	33691684	33760216	STARD13
chr13	33760216	33780187	STARD13
chr13	33780187	33851690	STARD13
chr13	33851690	33855471	STARD13,STARD13-AS
chr13	33855471	33859901	STARD13
chr13	33859901	33907982	STARD13
chr13	33907982	33909403	STARD13,LINC02344
chr13	33909403	34250972	STARD13
chr13	34250972	34392205	
chr13	34392205	34411644	RFC3
chr13	34411644	34540695	RFC3
chr13	34540695	34922179	
chr13	34922179	35009590	LINC02343
chr13	35009590	35190429	LINC00457,LINC02343
chr13	35190429	35214822	LINC00457
chr13	35214822	35516423	
chr13	35516423	36047925	NBEA
chr13	36047925	36050832	NBEA,MAB21L1
chr13	36050832	36050885	NBEA
chr13	36050885	36246873	NBEA
chr13	36246873	36246874	NBEA
chr13	36246874	36271660	
chr13	36271660	36271863	LINC00445
chr13	36271863	36273138	LINC00445
chr13	36273138	36273392	LINC00445
chr13	36273392	36342788	
chr13	36342788	36420036	DCLK1
chr13	36420036	36429998	DCLK1
chr13	36429998	36705514	DCLK1
chr13	36705514	36706157	DCLK1
chr13	36706157	36742344	
chr13	36742344	36756128	CCDC169-SOHLH2,SOHLH2
chr13	36756128	36788752	SOHLH2,CCDC169-SOHLH2
chr13	36788752	36801178	CCDC169-SOHLH2
chr13	36801178	36804911	CCDC169-SOHLH2,CCDC169
chr13	36804911	36871992	CCDC169-SOHLH2,CCDC169
chr13	36871992	36875774	
chr13	36875774	36920567	SPART
chr13	36920567	36920646	SPART-AS1,SPART
chr13	36920646	36920934	SPART-AS1,SPART
chr13	36920934	36943872	SPART-AS1,SPART
chr13	36943872	36944317	SPART
chr13	36944317	37005966	
chr13	37005966	37006408	CCNA1
chr13	37006408	37017019	CCNA1
chr13	37017019	37248048	
chr13	37248048	37271975	SERTM1
chr13	37271975	37393338	
chr13	37393338	37403740	RFXAP
chr13	37403740	37418967	
chr13	37418967	37494409	SMAD9
chr13	37494409	37523907	
chr13	37523907	37573504	ALG5
chr13	37573504	37574677	
chr13	37574677	37583450	EXOSC8
chr13	37583450	37583751	EXOSC8,SUPT20H
chr13	37583751	37633624	SUPT20H
chr13	37633624	37633850	SUPT20H
chr13	37633850	37677396	
chr13	37677396	37679801	CSNK1A1L
chr13	37679801	38055600	
chr13	38055600	38058921	LINC01048
chr13	38058921	38109076	
chr13	38109076	38125673	LINC00547
chr13	38125673	38136718	
chr13	38136718	38172981	POSTN
chr13	38172981	38206199	
chr13	38206199	38444562	TRPC4
chr13	38444562	38624953	
chr13	38624953	38717369	LINC00571
chr13	38717369	38923907	
chr13	38923907	38937144	UFM1
chr13	38937144	39106136	
chr13	39106136	39141860	LINC00437
chr13	39141860	39153653	LINC00437,LINC00366
chr13	39153653	39260812	LINC00437
chr13	39260812	39261172	
chr13	39261172	39395820	FREM2
chr13	39395820	39401728	FREM2,FREM2-AS1
chr13	39401728	39461267	FREM2
chr13	39461267	39540061	
chr13	39540061	39564996	STOML3
chr13	39564996	39584001	
chr13	39584001	39612213	PROSER1
chr13	39612213	39612447	
chr13	39612447	39624244	NHLRC3
chr13	39624244	39917028	
chr13	39917028	40177356	LHFPL6
chr13	40177356	40229763	
chr13	40229763	40238170	COG6
chr13	40238170	40238272	MIR4305,COG6
chr13	40238272	40326765	COG6
chr13	40326765	40365802	COG6
chr13	40365802	40755945	
chr13	40755945	40763167	LINC00332
chr13	40763167	40768645	
chr13	40768645	40794639	LINC00548
chr13	40794639	40921270	
chr13	40921270	41025070	LINC00598
chr13	41025070	41055143	LINC00598
chr13	41055143	41129800	
chr13	41129800	41240734	FOXO1
chr13	41240734	41301963	
chr13	41301963	41302011	MIR320D1
chr13	41302011	41303431	
chr13	41303431	41345347	MRPS31
chr13	41345347	41363546	
chr13	41363546	41371120	SLC25A15
chr13	41371120	41384901	SLC25A15,TPTE2P5
chr13	41384901	41384997	SLC25A15,MIR621,TPTE2P5
chr13	41384997	41386596	SLC25A15,TPTE2P5
chr13	41386596	41486024	TPTE2P5
chr13	41486024	41495886	SUGT1P3,TPTE2P5
chr13	41495886	41495910	SUGT1P3
chr13	41495910	41506054	
chr13	41506054	41556418	ELF1
chr13	41556418	41593508	ELF1
chr13	41593508	41635392	
chr13	41635392	41658147	WBP4
chr13	41658147	41675154	
chr13	41675154	41675236	MIR3168
chr13	41675236	41701708	
chr13	41701708	41706936	KBTBD6
chr13	41706936	41707063	
chr13	41707063	41763969	LOC101929140
chr13	41763969	41768720	KBTBD7,LOC101929140
chr13	41768720	41790504	LOC101929140
chr13	41790504	41810822	LOC101929140,MTRF1
chr13	41810822	41837817	MTRF1
chr13	41837817	41885340	MTRF1
chr13	41885340	41886174	NAA16,MTRF1
chr13	41886174	41932854	NAA16
chr13	41932854	41951166	NAA16
chr13	41951166	42016699	
chr13	42016699	42017902	OR7E37P
chr13	42017902	42031541	
chr13	42031541	42045013	RGCC
chr13	42045013	42140960	
chr13	42140960	42142421	VWA8
chr13	42142421	42142531	MIR5006,VWA8
chr13	42142531	42293472	VWA8
chr13	42293472	42535221	VWA8
chr13	42535221	42535304	
chr13	42535304	42555701	VWA8-AS1
chr13	42555701	42614171	
chr13	42614171	42622843	DGKH
chr13	42622843	42712177	DGKH
chr13	42712177	42817033	DGKH
chr13	42817033	42830716	DGKH
chr13	42830716	42846288	
chr13	42846288	42897403	AKAP11
chr13	42897403	42999027	
chr13	42999027	43060092	LINC02341
chr13	43060092	43136871	
chr13	43136871	43148290	TNFSF11
chr13	43148290	43182149	TNFSF11
chr13	43182149	43355685	
chr13	43355685	43365685	FAM216B
chr13	43365685	43365686	FAM216B
chr13	43365686	43384501	
chr13	43384501	43386698	LINC01050
chr13	43386698	43416547	
chr13	43416547	43424382	LINC00428
chr13	43424382	43446880	LINC00428
chr13	43446880	43460523	
chr13	43460523	43566448	EPSTI1
chr13	43566448	43597361	
chr13	43597361	43683306	DNAJC15
chr13	43683306	43687300	
chr13	43687300	43733602	LINC00400
chr13	43733602	43787268	
chr13	43787268	44022987	ENOX1
chr13	44022987	44033624	ENOX1,ENOX1-AS2
chr13	44033624	44203613	ENOX1
chr13	44203613	44359763	ENOX1
chr13	44359763	44361116	ENOX1
chr13	44361116	44410488	
chr13	44410488	44453313	CCDC122
chr13	44453313	44453497	CCDC122,LACC1
chr13	44453497	44453731	CCDC122,LACC1
chr13	44453731	44453872	CCDC122,LACC1
chr13	44453872	44453962	LACC1
chr13	44453962	44468068	LACC1
chr13	44468068	44596470	
chr13	44596470	44604599	LINC00284
chr13	44604599	44680226	
chr13	44680226	44684684	LINC00390
chr13	44684684	44716463	SMIM2-AS1,LINC00390
chr13	44716463	44717286	SMIM2-AS1,LINC00390
chr13	44717286	44720605	SMIM2,SMIM2-AS1,LINC00390
chr13	44720605	44721871	SMIM2,SMIM2-AS1,LINC00390,SMIM2-IT1
chr13	44721871	44728211	SMIM2,SMIM2-AS1,SMIM2-IT1
chr13	44728211	44732358	SMIM2,SMIM2-IT1
chr13	44732358	44735393	SMIM2
chr13	44735393	44770264	
chr13	44770264	44770336	MIR8079
chr13	44770336	44947785	
chr13	44947785	44947977	SERP2
chr13	44947977	44971850	SERP2
chr13	44971850	44974385	
chr13	44974385	44980120	TUSC8
chr13	44980120	45006278	
chr13	45006278	45011060	TSC22D1
chr13	45011060	45011390	TSC22D1
chr13	45011390	45048437	TSC22D1
chr13	45048437	45150031	TSC22D1
chr13	45150031	45150701	TSC22D1,TSC22D1-AS1
chr13	45150701	45154568	TSC22D1-AS1
chr13	45154568	45214504	
chr13	45214504	45275152	LINC00407
chr13	45275152	45373639	
chr13	45373639	45383766	LINC00330
chr13	45383766	45513383	
chr13	45513383	45563613	NUFIP1
chr13	45563613	45563664	
chr13	45563664	45602404	GPALPP1
chr13	45602404	45604440	GPALPP1
chr13	45604440	45607743	GPALPP1
chr13	45607743	45680413	
chr13	45680413	45687341	LOC101929259
chr13	45687341	45694630	
chr13	45694630	45766987	GTF2F2
chr13	45766987	45775175	KCTD4,GTF2F2
chr13	45775175	45858239	GTF2F2
chr13	45858239	45907605	
chr13	45907605	45910448	TPT1
chr13	45910448	45910582	TPT1,SNORA31B
chr13	45910582	45911614	TPT1
chr13	45911614	45911744	TPT1,SNORA31
chr13	45911744	45915419	TPT1
chr13	45915419	45915479	
chr13	45915479	45965618	TPT1-AS1
chr13	45965618	45967453	
chr13	45967453	45992296	SLC25A30
chr13	45992296	45992590	SLC25A30-AS1,SLC25A30
chr13	45992590	45994506	SLC25A30-AS1
chr13	45994506	46039029	
chr13	46039029	46110833	COG3
chr13	46110833	46115431	
chr13	46115431	46189874	ERICH6B
chr13	46189874	46255333	
chr13	46255333	46275319	LINC01055
chr13	46275319	46276438	
chr13	46276438	46276603	SPERT
chr13	46276603	46288694	SPERT
chr13	46288694	46354415	
chr13	46354415	46425846	SIAH3
chr13	46425846	46528599	
chr13	46528599	46536313	ZC3H13
chr13	46536313	46626913	ZC3H13
chr13	46626913	46626982	
chr13	46626982	46627321	CPB2-AS1
chr13	46627321	46675482	CPB2-AS1,CPB2
chr13	46675482	46679211	CPB2
chr13	46679211	46700057	
chr13	46700057	46756459	LCP1
chr13	46756459	46786077	
chr13	46786077	46850938	LRRC63
chr13	46850938	46870579	
chr13	46870579	46871979	LINC00563
chr13	46871979	46915873	
chr13	46915873	46961635	RUBCNL
chr13	46961635	46964177	RUBCNL
chr13	46964177	47029338	
chr13	47029338	47040911	LINC01198
chr13	47040911	47127295	
chr13	47127295	47319036	LRCH1
chr13	47319036	47327175	LRCH1
chr13	47327175	47345390	
chr13	47345390	47371367	ESD
chr13	47371367	47405676	
chr13	47405676	47426274	HTR2A
chr13	47426274	47430434	HTR2A,HTR2A-AS1
chr13	47430434	47471211	HTR2A
chr13	47471211	48504287	
chr13	48504287	48506757	LINC00562
chr13	48506757	48516790	
chr13	48516790	48575462	SUCLA2
chr13	48575462	48611702	
chr13	48611702	48615638	NUDT15
chr13	48615638	48621364	NUDT15
chr13	48621364	48626842	NUDT15
chr13	48626842	48626878	NUDT15
chr13	48626878	48649863	
chr13	48649863	48651272	MED4
chr13	48651272	48654129	MED4-AS1,MED4
chr13	48654129	48669277	MED4
chr13	48669277	48807273	
chr13	48807273	48836232	ITM2B
chr13	48836232	48870648	
chr13	48870648	48877797	LINC00441
chr13	48877797	48877882	
chr13	48877882	48985181	RB1
chr13	48985181	48987653	LPAR6,RB1
chr13	48987653	49001043	LPAR6,RB1
chr13	49001043	49018840	LPAR6,RB1
chr13	49018840	49056026	RB1
chr13	49056026	49063098	
chr13	49063098	49085299	RCBTB2
chr13	49085299	49107392	RCBTB2
chr13	49107392	49110118	RCBTB2
chr13	49110118	49151109	
chr13	49151109	49155037	LINC00462
chr13	49155037	49227846	
chr13	49227846	49285361	CYSLTR2
chr13	49285361	49550047	
chr13	49550047	49550744	FNDC3A
chr13	49550744	49684438	FNDC3A
chr13	49684438	49783915	FNDC3A
chr13	49783915	49794473	
chr13	49794473	49796513	MLNR
chr13	49796513	49809650	
chr13	49809650	49821976	LOC105370203
chr13	49821976	49822046	
chr13	49822046	49867622	CDADC1
chr13	49867622	49882785	
chr13	49882785	49975674	CAB39L
chr13	49975674	49987887	CAB39L
chr13	49987887	50018262	CAB39L
chr13	50018262	50018428	
chr13	50018428	50069139	SETDB2,SETDB2-PHF11
chr13	50069139	50069745	SETDB2-PHF11
chr13	50069745	50070482	PHF11,SETDB2-PHF11
chr13	50070482	50071191	PHF11,SETDB2-PHF11
chr13	50071191	50103127	PHF11,SETDB2-PHF11
chr13	50103127	50106081	
chr13	50106081	50114547	RCBTB1
chr13	50114547	50120630	RCBTB1
chr13	50120630	50159719	RCBTB1
